timestamp,index_close
2024-01-01 09:15:00,19787.72
2024-01-01 09:16:00,19791.97
2024-01-01 09:17:00,19795.22
2024-01-01 09:18:00,19790.73
2024-01-01 09:19:00,19788.37
2024-01-01 09:20:00,19790.62
2024-01-01 09:21:00,19787.4
2024-01-01 09:22:00,19784.88
2024-01-01 09:23:00,19782.57
2024-01-01 09:24:00,19786.9
2024-01-01 09:25:00,19790.52
2024-01-01 09:26:00,19787.99
2024-01-01 09:27:00,19785.17
2024-01-01 09:28:00,19782.5
2024-01-01 09:29:00,19785.68
2024-01-01 09:30:00,19788.3
2024-01-01 09:31:00,19791.27
2024-01-01 09:32:00,19787.97
2024-01-01 09:33:00,19785.48
2024-01-01 09:34:00,19781.96
2024-01-01 09:35:00,19779.72
2024-01-01 09:36:00,19783.19
2024-01-01 09:37:00,19787.75
2024-01-01 09:38:00,19783.33
2024-01-01 09:39:00,19780.84
2024-01-01 09:40:00,19777.5
2024-01-01 09:41:00,19774.34
2024-01-01 09:42:00,19771.45
2024-01-01 09:43:00,19768.02
2024-01-01 09:44:00,19765.78
2024-01-01 09:45:00,19768.55
2024-01-01 09:46:00,19771.96
2024-01-01 09:47:00,19767.16
2024-01-01 09:48:00,19762.84
2024-01-01 09:49:00,19759.82
2024-01-01 09:50:00,19763.29
2024-01-01 09:51:00,19766.51
2024-01-01 09:52:00,19764.45
2024-01-01 09:53:00,19762.35
2024-01-01 09:54:00,19758.72
2024-01-01 09:55:00,19756.65
2024-01-01 09:56:00,19761.31
2024-01-01 09:57:00,19758.4
2024-01-01 09:58:00,19761.41
2024-01-01 09:59:00,19766.09
2024-01-01 10:00:00,19761.76
2024-01-01 10:01:00,19756.87
2024-01-01 10:02:00,19760.07
2024-01-01 10:03:00,19762.45
2024-01-01 10:04:00,19767.43
2024-01-01 10:05:00,19770.44
2024-01-01 10:06:00,19774.3
2024-01-01 10:07:00,19771.24
2024-01-01 10:08:00,19774.35
2024-01-01 10:09:00,19770.2
2024-01-01 10:10:00,19774.58
2024-01-01 10:11:00,19776.72
2024-01-01 10:12:00,19778.81
2024-01-01 10:13:00,19775.89
2024-01-01 10:14:00,19773.03
2024-01-01 10:15:00,19770.17
2024-01-01 10:16:00,19768.09
2024-01-01 10:17:00,19771.69
2024-01-01 10:18:00,19769.36
2024-01-01 10:19:00,19772.95
2024-01-01 10:20:00,19770.58
2024-01-01 10:21:00,19767.71
2024-01-01 10:22:00,19763.67
2024-01-01 10:23:00,19760.25
2024-01-01 10:24:00,19756.77
2024-01-01 10:25:00,19752.39
2024-01-01 10:26:00,19749.08
2024-01-01 10:27:00,19747.03
2024-01-01 10:28:00,19749.16
2024-01-01 10:29:00,19744.51
2024-01-01 10:30:00,19749.5
2024-01-01 10:31:00,19746.46
2024-01-01 10:32:00,19748.58
2024-01-01 10:33:00,19751.33
2024-01-01 10:34:00,19754.2
2024-01-01 10:35:00,19756.87
2024-01-01 10:36:00,19753.5
2024-01-01 10:37:00,19749.07
2024-01-01 10:38:00,19752.48
2024-01-01 10:39:00,19756.32
2024-01-01 10:40:00,19752.66
2024-01-01 10:41:00,19749.0
2024-01-01 10:42:00,19746.35
2024-01-01 10:43:00,19749.04
2024-01-01 10:44:00,19751.74
2024-01-01 10:45:00,19753.95
2024-01-01 10:46:00,19756.14
2024-01-01 10:47:00,19759.36
2024-01-01 10:48:00,19762.16
2024-01-01 10:49:00,19758.1
2024-01-01 10:50:00,19755.19
2024-01-01 10:51:00,19759.47
2024-01-01 10:52:00,19755.32
2024-01-01 10:53:00,19750.75
2024-01-01 10:54:00,19747.66
2024-01-01 10:55:00,19751.98
2024-01-01 10:56:00,19747.96
2024-01-01 10:57:00,19752.24
2024-01-01 10:58:00,19754.66
2024-01-01 10:59:00,19758.71
2024-01-01 11:00:00,19755.62
2024-01-01 11:01:00,19751.42
2024-01-01 11:02:00,19747.34
2024-01-01 11:03:00,19751.42
2024-01-01 11:04:00,19753.6
2024-01-01 11:05:00,19751.48
2024-01-01 11:06:00,19748.07
2024-01-01 11:07:00,19750.57
2024-01-01 11:08:00,19755.12
2024-01-01 11:09:00,19753.01
2024-01-01 11:10:00,19750.87
2024-01-01 11:11:00,19747.06
2024-01-01 11:12:00,19751.19
2024-01-01 11:13:00,19747.67
2024-01-01 11:14:00,19751.1
2024-01-01 11:15:00,19753.18
2024-01-01 11:16:00,19749.51
2024-01-01 11:17:00,19751.96
2024-01-01 11:18:00,19756.61
2024-01-01 11:19:00,19761.02
