timestamp,index_close
2024-01-01 09:15:00,74949.12
2024-01-01 09:16:00,74962.85
2024-01-01 09:17:00,74944.49
2024-01-01 09:18:00,74961.16
2024-01-01 09:19:00,74975.51
2024-01-01 09:20:00,74957.55
2024-01-01 09:21:00,74969.16
2024-01-01 09:22:00,74953.56
2024-01-01 09:23:00,74967.22
2024-01-01 09:24:00,74983.82
2024-01-01 09:25:00,74997.09
2024-01-01 09:26:00,74983.6
2024-01-01 09:27:00,74998.7
2024-01-01 09:28:00,74980.66
2024-01-01 09:29:00,74994.58
2024-01-01 09:30:00,75008.8
2024-01-01 09:31:00,75025.43
2024-01-01 09:32:00,75010.57
2024-01-01 09:33:00,74997.37
2024-01-01 09:34:00,75016.7
2024-01-01 09:35:00,75027.2
2024-01-01 09:36:00,75039.43
2024-01-01 09:37:00,75055.12
2024-01-01 09:38:00,75067.49
2024-01-01 09:39:00,75083.28
2024-01-01 09:40:00,75068.07
2024-01-01 09:41:00,75048.72
2024-01-01 09:42:00,75068.61
2024-01-01 09:43:00,75058.4
2024-01-01 09:44:00,75071.24
2024-01-01 09:45:00,75051.96
2024-01-01 09:46:00,75061.96
2024-01-01 09:47:00,75048.8
2024-01-01 09:48:00,75068.53
2024-01-01 09:49:00,75054.47
2024-01-01 09:50:00,75036.22
2024-01-01 09:51:00,75025.19
2024-01-01 09:52:00,75008.39
2024-01-01 09:53:00,74993.25
2024-01-01 09:54:00,74977.1
2024-01-01 09:55:00,74993.99
2024-01-01 09:56:00,75005.27
2024-01-01 09:57:00,74986.76
2024-01-01 09:58:00,74975.57
2024-01-01 09:59:00,74989.95
2024-01-01 10:00:00,75003.16
2024-01-01 10:01:00,74991.29
2024-01-01 10:02:00,74980.08
2024-01-01 10:03:00,74969.69
2024-01-01 10:04:00,74980.87
2024-01-01 10:05:00,74966.16
2024-01-01 10:06:00,74946.78
2024-01-01 10:07:00,74927.84
2024-01-01 10:08:00,74943.42
2024-01-01 10:09:00,74932.86
2024-01-01 10:10:00,74946.08
2024-01-01 10:11:00,74930.04
2024-01-01 10:12:00,74947.89
2024-01-01 10:13:00,74962.32
2024-01-01 10:14:00,74977.74
2024-01-01 10:15:00,74991.5
2024-01-01 10:16:00,74973.93
2024-01-01 10:17:00,74988.06
2024-01-01 10:18:00,75002.61
2024-01-01 10:19:00,74988.77
2024-01-01 10:20:00,74999.6
2024-01-01 10:21:00,74981.21
2024-01-01 10:22:00,75000.22
2024-01-01 10:23:00,75018.26
2024-01-01 10:24:00,75031.28
2024-01-01 10:25:00,75019.55
2024-01-01 10:26:00,75036.71
2024-01-01 10:27:00,75056.66
2024-01-01 10:28:00,75071.77
2024-01-01 10:29:00,75061.48
2024-01-01 10:30:00,75043.8
2024-01-01 10:31:00,75059.26
2024-01-01 10:32:00,75045.85
2024-01-01 10:33:00,75059.51
2024-01-01 10:34:00,75041.86
2024-01-01 10:35:00,75024.03
2024-01-01 10:36:00,75038.24
2024-01-01 10:37:00,75053.33
2024-01-01 10:38:00,75037.6
2024-01-01 10:39:00,75022.61
2024-01-01 10:40:00,75035.38
2024-01-01 10:41:00,75017.56
2024-01-01 10:42:00,74999.12
2024-01-01 10:43:00,74983.26
2024-01-01 10:44:00,74967.88
2024-01-01 10:45:00,74955.62
2024-01-01 10:46:00,74966.18
2024-01-01 10:47:00,74981.63
2024-01-01 10:48:00,74967.82
2024-01-01 10:49:00,74982.1
2024-01-01 10:50:00,74963.04
2024-01-01 10:51:00,74982.97
2024-01-01 10:52:00,74970.41
2024-01-01 10:53:00,74982.99
2024-01-01 10:54:00,74966.82
2024-01-01 10:55:00,74947.61
2024-01-01 10:56:00,74931.77
2024-01-01 10:57:00,74943.48
2024-01-01 10:58:00,74956.13
2024-01-01 10:59:00,74966.15
2024-01-01 11:00:00,74948.4
2024-01-01 11:01:00,74959.22
2024-01-01 11:02:00,74946.17
2024-01-01 11:03:00,74927.12
2024-01-01 11:04:00,74943.34
2024-01-01 11:05:00,74954.73
2024-01-01 11:06:00,74970.46
2024-01-01 11:07:00,74983.09
2024-01-01 11:08:00,74964.37
2024-01-01 11:09:00,74975.06
2024-01-01 11:10:00,74994.44
2024-01-01 11:11:00,75006.05
2024-01-01 11:12:00,75018.45
2024-01-01 11:13:00,74999.41
2024-01-01 11:14:00,74979.69
2024-01-01 11:15:00,74997.71
2024-01-01 11:16:00,74986.41
2024-01-01 11:17:00,74975.1
2024-01-01 11:18:00,74990.33
2024-01-01 11:19:00,74977.25
2024-01-01 11:20:00,74995.51
2024-01-01 11:21:00,75011.91
2024-01-01 11:22:00,74993.61
2024-01-01 11:23:00,74983.33
2024-01-01 11:24:00,74999.36
2024-01-01 11:25:00,75014.97
2024-01-01 11:26:00,75003.96
2024-01-01 11:27:00,74992.45
2024-01-01 11:28:00,74978.89
2024-01-01 11:29:00,74966.91
2024-01-01 11:30:00,74986.06
2024-01-01 11:31:00,74969.0
2024-01-01 11:32:00,74984.16
2024-01-01 11:33:00,75000.84
2024-01-01 11:34:00,74984.11
2024-01-01 11:35:00,74995.27
2024-01-01 11:36:00,75006.63
2024-01-01 11:37:00,75021.63
2024-01-01 11:38:00,75036.3
2024-01-01 11:39:00,75046.69
2024-01-01 11:40:00,75057.51
2024-01-01 11:41:00,75038.99
2024-01-01 11:42:00,75019.3
2024-01-01 11:43:00,75035.25
2024-01-01 11:44:00,75046.39
2024-01-01 11:45:00,75061.02
2024-01-01 11:46:00,75041.29
2024-01-01 11:47:00,75023.08
2024-01-01 11:48:00,75035.77
2024-01-01 11:49:00,75053.76
2024-01-01 11:50:00,75066.73
2024-01-01 11:51:00,75082.73
2024-01-01 11:52:00,75099.68
2024-01-01 11:53:00,75113.7
